Character,Win,Stage,L-Cancel Successes,L-Cancel Failures,Max Combo,Mean X Distance,Platform
FOX,0,BATTLEFIELD,22,2,2,0.3139285714285714,right_platform
FALCO,0,YOSHIS_STORY,48,6,2,0.1795372490316805,right_platform
FOX,1,YOSHIS_STORY,34,7,4,0.006012024048096177,top_platform
FALCO,0,YOSHIS_STORY,29,8,3,0.17225976782538924,right_platform
FOX,1,YOSHIS_STORY,38,3,2,0.006012024048096177,right_platform
JIGGLYPUFF,1,BATTLEFIELD,18,2,12,0.18470968645394667,right_platform
CAPTAIN_FALCON,0,BATTLEFIELD,46,1,2,0.1972767857142857,right_platform
JIGGLYPUFF,0,BATTLEFIELD,51,2,2,0.14378777161288356,left_platform
FOX,1,BATTLEFIELD,75,5,4,0.05714285714285715,right_platform
JIGGLYPUFF,1,DREAM_LAND_N64,51,3,4,0.14206340052019564,left_platform
FOX,0,DREAM_LAND_N64,52,5,4,0.14447058823529413,left_platform
JIGGLYPUFF,0,FINAL_DESTINATION,35,2,1,0.15841148607203318,left_ledge
FOX,1,FINAL_DESTINATION,41,0,4,0.15634146341463415,left_ledge
JIGGLYPUFF,1,BATTLEFIELD,24,0,1,0.15118709832766097,left_platform
FOX,0,BATTLEFIELD,25,6,4,0.034375,right_platform
JIGGLYPUFF,1,BATTLEFIELD,41,0,4,0.15415752431676571,left_platform
FOX,0,BATTLEFIELD,50,7,5,0.05714285714285715,left_platform
JIGGLYPUFF,0,BATTLEFIELD,27,2,2,0.1844282694552265,left_platform
FOX,1,BATTLEFIELD,49,4,4,0.05714285714285715,left_platform
JIGGLYPUFF,1,DREAM_LAND_N64,22,1,4,0.19759637221262885,left_platform
FOX,0,DREAM_LAND_N64,43,2,4,0.2843921568627451,left_platform
JIGGLYPUFF,0,YOSHIS_STORY,26,0,4,0.22129528261335604,left_platform
FOX,1,YOSHIS_STORY,41,4,4,0.15940452333237903,left_platform
JIGGLYPUFF,0,BATTLEFIELD,24,1,3,0.2038241484552443,left_platform
FOX,1,BATTLEFIELD,36,2,4,0.05714285714285715,left_platform
FOX,1,BATTLEFIELD,9,0,1,0.16007513427850215,right_platform
SHEIK,0,BATTLEFIELD,22,7,1,0.1732142857142857,left_platform
FOX,0,BATTLEFIELD,24,5,1,0.18944539419841774,right_platform
SHEIK,1,BATTLEFIELD,39,5,5,0.17857142857142858,right_platform
FOX,0,YOSHIS_STORY,51,8,4,0.20407112994900198,right_platform
SHEIK,1,YOSHIS_STORY,32,7,4,0.006012024048096177,right_platform
ZELDA,1,BATTLEFIELD,38,2,1,0.17472772893325894,right_platform
SHEIK,0,BATTLEFIELD,9,1,1,0.3178571428571429,right_platform
SHEIK,1,YOSHIS_STORY,16,3,4,0.2254947230325229,right_platform
SHEIK,0,YOSHIS_STORY,14,4,1,0.416432865731463,right_platform
SHEIK,0,BATTLEFIELD,16,6,1,0.17267415725440982,left_platform
SHEIK,1,BATTLEFIELD,20,2,3,0.17857142857142858,right_platform
SHEIK,0,FOUNTAIN_OF_DREAMS,21,10,3,0.1991379259909317,left_platform
SHEIK,1,FOUNTAIN_OF_DREAMS,15,4,2,0.0,left_ledge
SHEIK,0,FOUNTAIN_OF_DREAMS,16,4,2,0.2119610569374555,left_platform
SHEIK,1,FOUNTAIN_OF_DREAMS,16,3,3,0.0,left_platform
FOX,0,YOSHIS_STORY,15,3,5,0.1809140447113277,left_platform
ROY,1,YOSHIS_STORY,0,0,4,0.006012024048096177,left_ledge
FOX,0,FINAL_DESTINATION,32,13,5,0.1662425755161591,right_ledge
ROY,1,FINAL_DESTINATION,0,0,4,0.06504065040650407,left_ledge
FOX,0,FOUNTAIN_OF_DREAMS,32,5,3,0.18947574083586968,left_ledge
ROY,1,FOUNTAIN_OF_DREAMS,0,0,4,0.0,left_ledge
FALCO,1,BATTLEFIELD,46,9,2,0.17313470982142856,right_platform
MARTH,0,BATTLEFIELD,13,13,4,0.04901785714285715,right_platform
FALCO,1,FINAL_DESTINATION,29,8,2,0.19914759747990163,right_ledge
MARTH,0,FINAL_DESTINATION,9,13,4,0.027560975609756098,right_ledge
FOX,0,BATTLEFIELD,24,3,3,0.16963958513132826,right_platform
MARIO,1,BATTLEFIELD,49,13,2,0.05714285714285715,left_platform
FOX,0,YOSHIS_STORY,19,5,5,0.1786690756844028,left_platform
MARIO,1,YOSHIS_STORY,33,6,4,0.006012024048096177,left_platform
FOX,1,BATTLEFIELD,22,1,4,0.2072844801316431,right_platform
CAPTAIN_FALCON,0,BATTLEFIELD,8,0,1,0.14964285714285716,right_platform
FOX,1,BATTLEFIELD,55,9,4,0.15876504015338871,left_platform
CAPTAIN_FALCON,0,BATTLEFIELD,55,1,2,0.05714285714285715,left_platform
FALCO,0,BATTLEFIELD,19,4,1,0.16173518626740854,left_platform
MARTH,1,BATTLEFIELD,9,1,0,0.201875,right_platform
FALCO,1,BATTLEFIELD,25,8,2,0.19812834740180954,left_platform
MARTH,0,BATTLEFIELD,18,11,2,0.08928571428571429,left_platform
FALCO,1,YOSHIS_STORY,20,4,3,0.21190607717302962,top_platform
MARTH,0,YOSHIS_STORY,29,6,1,0.2464929859719439,right_platform
SAMUS,1,FOUNTAIN_OF_DREAMS,9,2,6,0.23226962262790504,left_platform
SHEIK,0,FOUNTAIN_OF_DREAMS,4,1,12,0.2693333333333333,right_platform
FALCO,0,BATTLEFIELD,5,6,0,0.21355196060382917,top_platform
JIGGLYPUFF,1,BATTLEFIELD,15,1,0,0.08392857142857144,right_platform
FALCO,1,BATTLEFIELD,37,3,4,0.21436546515728125,left_platform
JIGGLYPUFF,0,BATTLEFIELD,9,5,1,0.05714285714285715,left_platform
FALCO,1,FOUNTAIN_OF_DREAMS,36,3,4,0.20012878994182243,top_platform
JIGGLYPUFF,0,FOUNTAIN_OF_DREAMS,10,2,2,0.0,right_platform
MARTH,0,FOUNTAIN_OF_DREAMS,21,3,2,0.1878931003272297,left_platform
MARTH,1,FOUNTAIN_OF_DREAMS,11,4,1,0.3333836477987422,right_ledge
MARTH,0,YOSHIS_STORY,30,1,4,0.19525594396753645,top_platform
MARTH,1,YOSHIS_STORY,17,7,2,0.3433152018322359,right_platform
FOX,0,BATTLEFIELD,51,7,4,0.17633834908042026,left_platform
DONKEY_KONG,1,BATTLEFIELD,23,3,5,0.05714285714285715,left_platform
FALCO,1,YOSHIS_STORY,39,6,1,0.21226157184257557,top_platform
DONKEY_KONG,0,YOSHIS_STORY,16,1,6,0.006012024048096177,right_platform
FALCO,0,BATTLEFIELD,33,3,4,0.21381376157527832,right_platform
SHEIK,1,BATTLEFIELD,16,0,6,0.05714285714285715,right_platform
FALCO,0,DREAM_LAND_N64,24,2,2,0.2127234111233576,left_platform
FOX,1,DREAM_LAND_N64,33,4,4,0.0,top_platform
FOX,0,FINAL_DESTINATION,9,1,1,0.2123687493039314,right_ledge
MARTH,1,FINAL_DESTINATION,14,1,4,0.06504065040650407,right_ledge
FOX,0,FINAL_DESTINATION,16,3,3,0.2436251057001739,right_ledge
FOX,1,FINAL_DESTINATION,20,3,4,0.06504065040650407,right_ledge
PEACH,0,FOUNTAIN_OF_DREAMS,0,6,3,0.1669055106319257,left_platform
FOX,1,FOUNTAIN_OF_DREAMS,37,6,4,0.0,top_platform
PEACH,0,FOUNTAIN_OF_DREAMS,0,5,3,0.16773169277682484,right_platform
FOX,1,FOUNTAIN_OF_DREAMS,30,7,4,0.0,right_platform
FALCO,1,BATTLEFIELD,33,5,4,0.24909671166846412,right_platform
MARTH,0,BATTLEFIELD,21,7,1,0.3151785714285714,right_platform
FALCO,0,FOUNTAIN_OF_DREAMS,10,2,2,0.1415739771732129,left_platform
FOX,1,FOUNTAIN_OF_DREAMS,21,5,4,0.0,left_platform
FALCO,0,BATTLEFIELD,27,2,2,0.15216588323301952,left_platform
CAPTAIN_FALCON,1,BATTLEFIELD,32,2,4,0.05714285714285715,left_platform
FALCO,0,DREAM_LAND_N64,39,7,2,0.16966988267827007,left_platform
CAPTAIN_FALCON,1,DREAM_LAND_N64,51,5,2,0.0,left_platform
FOX,1,BATTLEFIELD,34,5,4,0.19495446796507065,left_platform
FOX,0,BATTLEFIELD,20,5,4,0.05714285714285715,left_platform
FOX,1,YOSHIS_STORY,46,0,4,0.23707494353786943,left_platform
FOX,0,YOSHIS_STORY,19,5,4,0.006012024048096177,left_platform
FALCO,1,DREAM_LAND_N64,39,5,4,0.17808135936898026,right_platform
FOX,0,DREAM_LAND_N64,28,4,2,0.31054901960784315,top_platform
POPO,0,BATTLEFIELD,45,0,0,0.18839529889977305,left_platform
CAPTAIN_FALCON,1,BATTLEFIELD,3,0,1,0.17857142857142858,right_platform
POPO,1,YOSHIS_STORY,91,3,2,0.2588841055079511,right_platform
CAPTAIN_FALCON,0,YOSHIS_STORY,6,6,2,0.006012024048096177,right_platform
FOX,0,BATTLEFIELD,47,1,2,0.12036974549780723,right_platform
SHEIK,1,BATTLEFIELD,4,0,1,0.18620535714285716,right_platform
FOX,0,BATTLEFIELD,29,3,4,0.17596777942415526,right_platform
SHEIK,1,BATTLEFIELD,22,1,3,0.05714285714285715,left_platform
FOX,0,YOSHIS_STORY,32,2,4,0.19628863313328734,left_platform
SHEIK,1,YOSHIS_STORY,22,3,3,0.006012024048096177,left_platform
FOX,1,BATTLEFIELD,42,4,4,0.21459813443264394,right_platform
FOX,0,BATTLEFIELD,27,6,4,0.3139285714285714,right_platform
FOX,1,DREAM_LAND_N64,43,2,4,0.20637857780094637,right_ledge
FOX,0,DREAM_LAND_N64,26,2,4,0.0,right_ledge
CAPTAIN_FALCON,0,BATTLEFIELD,46,0,0,0.18134441918451158,left_platform
MARTH,1,BATTLEFIELD,8,0,1,0.19767857142857143,right_platform
CAPTAIN_FALCON,0,BATTLEFIELD,58,3,4,0.16852013958807224,right_platform
MARTH,1,BATTLEFIELD,21,2,2,0.17857142857142858,right_platform
GAME_AND_WATCH,0,BATTLEFIELD,0,0,0,0.22786757305194805,left_platform
GAME_AND_WATCH,1,BATTLEFIELD,0,0,0,0.17857142857142858,right_platform
PEACH,1,BATTLEFIELD,25,5,4,0.15311605908207948,top_platform
FOX,0,BATTLEFIELD,8,2,2,0.17857142857142858,left_platform
PEACH,1,FINAL_DESTINATION,40,5,4,0.16286627356013075,right_ledge
FOX,0,FINAL_DESTINATION,7,0,1,0.2032520325203252,right_ledge
PEACH,0,FINAL_DESTINATION,31,4,2,0.18637564835199458,right_ledge
FOX,1,FINAL_DESTINATION,4,1,2,0.2032520325203252,right_ledge
DR_MARIO,0,BATTLEFIELD,17,1,0,0.13492981690483924,left_platform
FOX,1,BATTLEFIELD,0,13,0,0.05714285714285715,right_platform
DR_MARIO,0,BATTLEFIELD,97,19,1,0.1340921761921285,right_platform
FOX,1,BATTLEFIELD,0,35,1,0.2221875,left_platform
DR_MARIO,1,BATTLEFIELD,25,7,4,0.17476737789631605,right_platform
FOX,0,BATTLEFIELD,1,14,4,0.1732142857142857,right_platform
DR_MARIO,1,FINAL_DESTINATION,28,4,4,0.18141542615366082,left_ledge
FOX,0,FINAL_DESTINATION,1,6,5,0.11727642276422764,left_ledge
CAPTAIN_FALCON,0,BATTLEFIELD,25,10,0,0.19984622371317193,right_platform
FOX,1,BATTLEFIELD,11,1,1,0.19236607142857146,left_ledge
CAPTAIN_FALCON,0,BATTLEFIELD,32,3,2,0.1957424462619981,right_platform
FOX,1,BATTLEFIELD,32,4,2,0.05714285714285715,left_platform
CAPTAIN_FALCON,0,BATTLEFIELD,34,4,2,0.21045156711151033,left_platform
FOX,1,BATTLEFIELD,42,5,4,0.05714285714285715,right_platform
PIKACHU,0,BATTLEFIELD,18,3,1,0.17241333339885212,right_platform
SHEIK,1,BATTLEFIELD,38,1,5,0.05714285714285715,right_platform
PIKACHU,0,YOSHIS_STORY,20,5,7,0.21722995064939188,left_platform
SHEIK,1,YOSHIS_STORY,25,6,2,0.006012024048096177,top_platform
FOX,0,BATTLEFIELD,5,5,4,0.13183711947551807,top_platform
FOX,1,BATTLEFIELD,43,3,4,0.05714285714285715,left_platform
FOX,1,DREAM_LAND_N64,52,7,5,0.21761135336100892,right_platform
FOX,0,DREAM_LAND_N64,52,5,4,0.0,right_platform
FOX,1,DREAM_LAND_N64,46,7,4,0.17701606487343796,left_platform
FOX,0,DREAM_LAND_N64,44,4,4,0.0,right_platform
FOX,0,BATTLEFIELD,26,5,4,0.17454328036355216,right_platform
FOX,1,BATTLEFIELD,28,0,4,0.05714285714285715,right_platform
FOX,1,BATTLEFIELD,33,3,4,0.2287636115548456,right_platform
MARTH,0,BATTLEFIELD,29,3,1,0.3139285714285714,right_ledge
FOX,1,FINAL_DESTINATION,51,3,4,0.20815989082429054,left_ledge
MARTH,0,FINAL_DESTINATION,42,0,2,0.34784552845528455,left_ledge
FOX,1,FINAL_DESTINATION,34,2,4,0.22773010648086134,left_ledge
MARTH,0,FINAL_DESTINATION,28,1,2,0.34784552845528455,right_ledge
CAPTAIN_FALCON,1,BATTLEFIELD,13,5,2,0.2053289305786546,left_platform
SHEIK,0,BATTLEFIELD,53,0,2,0.3178571428571429,left_platform
CAPTAIN_FALCON,0,YOSHIS_STORY,12,1,6,0.20634841937447151,left_platform
SHEIK,1,YOSHIS_STORY,37,2,2,0.006012024048096177,left_platform
CAPTAIN_FALCON,0,DREAM_LAND_N64,18,1,3,0.17455014726920812,top_platform
SHEIK,1,DREAM_LAND_N64,42,3,2,0.0,right_platform
FALCO,1,BATTLEFIELD,24,6,2,0.2226769453160192,right_platform
SHEIK,0,BATTLEFIELD,15,3,1,0.3151785714285714,right_platform
FALCO,0,FOUNTAIN_OF_DREAMS,21,4,1,0.24241951777138562,right_platform
SHEIK,1,FOUNTAIN_OF_DREAMS,6,2,1,0.0,right_ledge
FALCO,1,YOSHIS_STORY,27,4,1,0.22178276285110646,left_platform
SHEIK,0,YOSHIS_STORY,14,7,1,0.3272258803320928,right_platform
FALCO,0,BATTLEFIELD,32,3,1,0.1075046808790198,left_platform
JIGGLYPUFF,1,BATTLEFIELD,13,2,2,0.17857142857142858,top_platform
FALCO,0,BATTLEFIELD,48,6,4,0.1471451223101692,left_platform
JIGGLYPUFF,1,BATTLEFIELD,29,2,4,0.17857142857142858,right_platform
FALCO,0,FINAL_DESTINATION,33,2,4,0.1668179379971365,left_ledge
JIGGLYPUFF,1,FINAL_DESTINATION,23,0,3,0.2032520325203252,right_ledge
FALCO,0,FINAL_DESTINATION,36,0,4,0.17163303750381817,left_ledge
JIGGLYPUFF,1,FINAL_DESTINATION,23,1,4,0.2032520325203252,left_ledge
PIKACHU,1,YOSHIS_STORY,23,1,0,0.14423123643835814,left_platform
FOX,0,YOSHIS_STORY,14,1,0,0.2277125679931291,right_ledge
PIKACHU,1,BATTLEFIELD,31,2,7,0.2064165441623363,left_platform
FOX,0,BATTLEFIELD,21,5,3,0.1732142857142857,right_platform
PIKACHU,0,FOUNTAIN_OF_DREAMS,21,5,3,0.18481856282617423,top_platform
FOX,1,FOUNTAIN_OF_DREAMS,19,2,4,0.0,left_platform
PIKACHU,1,FINAL_DESTINATION,17,0,5,0.26435761120778933,left_ledge
FOX,0,FINAL_DESTINATION,19,1,3,0.11191056910569107,left_ledge
PIKACHU,0,YOSHIS_STORY,29,2,7,0.2066273799089141,top_platform
FOX,1,YOSHIS_STORY,32,2,4,0.32258803320927576,right_platform
FOX,1,DREAM_LAND_N64,47,3,4,0.19121232590469855,right_platform
FOX,0,DREAM_LAND_N64,32,2,4,0.0,right_platform
FOX,0,BATTLEFIELD,25,3,4,0.16783593120743942,left_platform
FOX,1,BATTLEFIELD,25,2,4,0.05714285714285715,left_platform
FOX,0,YOSHIS_STORY,21,3,6,0.1786903027165361,left_platform
FOX,1,YOSHIS_STORY,23,4,4,0.006012024048096177,right_platform
FOX,0,FOUNTAIN_OF_DREAMS,34,7,4,0.1615206479693183,left_platform
FOX,1,FOUNTAIN_OF_DREAMS,27,3,4,0.0,left_platform
FALCO,0,DREAM_LAND_N64,41,0,1,0.15854580567176302,right_platform
FOX,1,DREAM_LAND_N64,35,5,4,0.0,right_platform
FALCO,1,YOSHIS_STORY,18,2,2,0.22329760934037537,top_platform
FOX,0,YOSHIS_STORY,15,1,4,0.4242771256799314,top_platform
FALCO,0,BATTLEFIELD,34,4,4,0.173005667488651,left_platform
FOX,1,BATTLEFIELD,32,6,4,0.3151785714285714,right_platform
FALCO,1,BATTLEFIELD,29,0,2,0.19660183904352038,left_platform
FOX,0,BATTLEFIELD,20,3,4,0.17857142857142858,right_platform
JIGGLYPUFF,1,FOUNTAIN_OF_DREAMS,61,3,2,0.19570418697751468,left_platform
MARTH,0,FOUNTAIN_OF_DREAMS,23,6,8,0.0330062893081761,left_platform
JIGGLYPUFF,1,DREAM_LAND_N64,91,6,2,0.17095145932261344,left_platform
MARTH,0,DREAM_LAND_N64,53,1,7,0.0,right_platform
JIGGLYPUFF,1,DREAM_LAND_N64,38,3,2,0.20384169673975877,left_platform
MARTH,0,DREAM_LAND_N64,19,2,5,0.3618823529411765,left_platform
FOX,1,DREAM_LAND_N64,39,4,4,0.21675271462715648,left_platform
FOX,0,DREAM_LAND_N64,23,1,4,0.18274509803921568,right_platform
FOX,1,FINAL_DESTINATION,26,4,4,0.2339616645144013,right_ledge
FOX,0,FINAL_DESTINATION,24,1,4,0.04130081300813008,right_ledge
FOX,0,BATTLEFIELD,19,1,4,0.21629097673160172,right_platform
FOX,1,BATTLEFIELD,19,2,4,0.05714285714285715,right_platform
FOX,1,BATTLEFIELD,52,5,4,0.2125449835565726,right_platform
FOX,0,BATTLEFIELD,35,4,4,0.3139285714285714,right_platform
YOSHI,1,BATTLEFIELD,50,1,3,0.17917685431158026,right_platform
FOX,0,BATTLEFIELD,22,4,3,0.1447767857142857,left_platform
YOSHI,1,DREAM_LAND_N64,47,2,3,0.168407397949412,right_platform
FOX,0,DREAM_LAND_N64,29,1,4,0.0,left_platform
YOSHI,1,FINAL_DESTINATION,50,1,2,0.21778332252736426,right_ledge
FOX,0,FINAL_DESTINATION,37,0,3,0.30345528455284554,right_ledge
FALCO,1,BATTLEFIELD,23,1,6,0.1910665082565284,left_platform
SHEIK,0,BATTLEFIELD,30,2,2,0.3178571428571429,right_platform
FALCO,1,YOSHIS_STORY,22,5,2,0.23538100999013611,top_platform
SHEIK,0,YOSHIS_STORY,33,4,3,0.281019181219582,right_platform
CAPTAIN_FALCON,1,BATTLEFIELD,42,2,2,0.2052034604377528,left_platform
CAPTAIN_FALCON,0,BATTLEFIELD,45,1,2,0.05714285714285715,right_platform
CAPTAIN_FALCON,1,BATTLEFIELD,76,0,2,0.19348619435619752,left_platform
CAPTAIN_FALCON,0,BATTLEFIELD,60,2,2,0.05714285714285715,left_platform
PEACH,1,BATTLEFIELD,15,6,2,0.2268372930301711,left_platform
PIKACHU,0,BATTLEFIELD,50,7,7,0.17857142857142858,left_platform
PEACH,0,DREAM_LAND_N64,8,3,5,0.2095033994037266,left_platform
PIKACHU,1,DREAM_LAND_N64,58,8,7,0.0,right_platform
PEACH,1,DREAM_LAND_N64,7,0,2,0.17626045567397775,left_platform
PIKACHU,0,DREAM_LAND_N64,62,7,7,0.0,left_platform
JIGGLYPUFF,1,BATTLEFIELD,23,2,4,0.1860949810073157,right_platform
FOX,0,BATTLEFIELD,36,1,3,0.05714285714285715,right_platform
JIGGLYPUFF,1,DREAM_LAND_N64,39,4,4,0.144828377008541,top_platform
FOX,0,DREAM_LAND_N64,21,1,4,0.005294117647058824,right_platform
JIGGLYPUFF,0,BATTLEFIELD,10,4,4,0.30497983665135275,right_platform
FOX,1,BATTLEFIELD,20,0,8,0.05714285714285715,right_platform
JIGGLYPUFF,0,FINAL_DESTINATION,32,0,4,0.2263767536516155,right_ledge
FOX,1,FINAL_DESTINATION,44,1,4,0.06504065040650407,right_ledge
PEACH,0,DREAM_LAND_N64,11,3,3,0.18777993870021079,right_platform
CAPTAIN_FALCON,1,DREAM_LAND_N64,82,1,2,0.0,right_platform
PEACH,0,FOUNTAIN_OF_DREAMS,7,3,2,0.18983636228529652,right_ledge
CAPTAIN_FALCON,1,FOUNTAIN_OF_DREAMS,69,2,2,0.0,right_platform
PEACH,0,FOUNTAIN_OF_DREAMS,12,2,2,0.19499460595991333,left_platform
CAPTAIN_FALCON,1,FOUNTAIN_OF_DREAMS,70,2,3,0.0,left_platform
FOX,1,BATTLEFIELD,31,0,4,0.1941123630762209,right_platform
MARTH,0,BATTLEFIELD,36,3,3,0.3053571428571429,top_platform
FOX,0,FINAL_DESTINATION,11,2,5,0.15591356216187627,left_ledge
MARTH,1,FINAL_DESTINATION,29,2,2,0.06504065040650407,left_ledge
FOX,0,DREAM_LAND_N64,27,6,4,0.19340211538349347,left_platform
MARTH,1,DREAM_LAND_N64,49,1,2,0.31054901960784315,left_platform
FOX,1,DREAM_LAND_N64,40,4,5,0.20395735252978128,left_platform
MARTH,0,DREAM_LAND_N64,51,1,2,0.0,top_platform
YOSHI,0,BATTLEFIELD,69,9,4,0.17174810604276008,left_platform
SHEIK,1,BATTLEFIELD,34,1,2,0.31504464285714284,right_platform
YOSHI,1,YOSHIS_STORY,47,3,2,0.2631201328072896,left_ledge
SHEIK,0,YOSHIS_STORY,9,5,3,0.3390781563126253,left_platform
YOSHI,1,FINAL_DESTINATION,61,2,2,0.21527880789566942,right_ledge
SHEIK,0,FINAL_DESTINATION,17,1,3,0.3566260162601626,left_ledge
YOSHI,1,DREAM_LAND_N64,87,5,2,0.180964539227605,left_platform
SHEIK,0,DREAM_LAND_N64,27,1,1,0.3115294117647059,right_platform
FOX,1,BATTLEFIELD,36,1,3,0.17691196271700482,right_platform
CAPTAIN_FALCON,0,BATTLEFIELD,37,2,2,0.05714285714285715,right_platform
FOX,1,FINAL_DESTINATION,27,2,4,0.2540903567562588,right_ledge
CAPTAIN_FALCON,0,FINAL_DESTINATION,32,1,1,0.24390243902439024,right_ledge
FOX,1,BATTLEFIELD,76,5,4,0.1983015549102697,right_platform
CAPTAIN_FALCON,0,BATTLEFIELD,50,1,2,0.05714285714285715,right_platform
FOX,0,DREAM_LAND_N64,29,1,4,0.16325928467180412,top_platform
SHEIK,1,DREAM_LAND_N64,30,1,3,0.31054901960784315,top_platform
FOX,0,FINAL_DESTINATION,14,0,4,0.20808794355658064,left_ledge
SHEIK,1,FINAL_DESTINATION,11,1,5,0.06504065040650407,right_ledge
FOX,0,BATTLEFIELD,38,1,3,0.21828510754940128,right_platform
SHEIK,1,BATTLEFIELD,17,4,1,0.05714285714285715,right_platform
YOSHI,1,BATTLEFIELD,53,11,3,0.21257352047759454,right_platform
MARTH,0,BATTLEFIELD,45,9,2,0.31504464285714284,right_platform
FOX,0,BATTLEFIELD,27,4,4,0.1971981193168921,left_platform
SHEIK,1,BATTLEFIELD,14,4,2,0.05714285714285715,left_platform
FOX,1,FINAL_DESTINATION,31,2,4,0.25794892004329967,left_ledge
SHEIK,0,FINAL_DESTINATION,7,2,1,0.35565040650406504,right_ledge
FOX,1,FOUNTAIN_OF_DREAMS,25,2,3,0.19251653002040744,right_platform
SHEIK,0,FOUNTAIN_OF_DREAMS,14,3,2,0.3284025157232704,right_ledge
FOX,0,BATTLEFIELD,24,3,4,0.19298972833019076,left_platform
MARTH,1,BATTLEFIELD,43,1,2,0.05714285714285715,top_platform
FOX,1,DREAM_LAND_N64,23,3,4,0.23503146273639575,right_platform
MARTH,0,DREAM_LAND_N64,41,1,3,0.0,top_platform
FOX,0,FINAL_DESTINATION,15,1,4,0.22091286942210644,right_ledge
MARTH,1,FINAL_DESTINATION,31,2,1,0.06504065040650407,right_ledge
FOX,1,FOUNTAIN_OF_DREAMS,13,3,5,0.20818476113175305,left_platform
MARTH,0,FOUNTAIN_OF_DREAMS,37,1,1,0.0,left_platform
YOSHI,1,BATTLEFIELD,38,6,4,0.20049005551279694,left_platform
FOX,0,BATTLEFIELD,74,3,3,0.05714285714285715,right_platform
YOSHI,1,BATTLEFIELD,34,3,4,0.17724244869311218,right_platform
FOX,0,BATTLEFIELD,52,7,4,0.05714285714285715,right_platform
YOSHI,0,FINAL_DESTINATION,15,1,4,0.17843072032962176,right_ledge
FOX,1,FINAL_DESTINATION,32,2,4,0.06504065040650407,left_ledge
YOSHI,1,BATTLEFIELD,29,4,4,0.20071093656223743,left_platform
FOX,0,BATTLEFIELD,40,2,2,0.05714285714285715,left_platform
YOSHI,1,FINAL_DESTINATION,30,4,4,0.1786010264572657,right_ledge
FOX,0,FINAL_DESTINATION,59,4,1,0.06504065040650407,left_ledge
YOSHI,1,FINAL_DESTINATION,29,7,4,0.18642283046947797,right_ledge
FOX,0,FINAL_DESTINATION,80,1,2,0.06504065040650407,right_ledge
