Character,Win,Stage,L-Cancel Successes,L-Cancel Failures,Max Combo,Mean X Distance,Platform_left_ledge,Platform_left_platform,Platform_right_ledge,Platform_right_platform,Platform_top_platform
SHEIK,0,BATTLEFIELD,14,3,1,0.1713213746638705,0.0,1.0,0.0,0.0,0.0
SHEIK,1,BATTLEFIELD,14,3,2,0.0571428571428571,0.0,1.0,0.0,0.0,0.0
FOX,0,FOUNTAIN_OF_DREAMS,55,7,2,0.172892010746485,0.0,0.0,1.0,0.0,0.0
SHEIK,1,FOUNTAIN_OF_DREAMS,55,7,1,0.3284025157232704,0.0,1.0,0.0,0.0,0.0
MARTH,1,DREAM_LAND_N64,20,5,2,0.1961785592222686,0.0,0.0,0.0,1.0,0.0
FOX,0,DREAM_LAND_N64,20,5,4,0.0,0.0,0.0,0.0,1.0,0.0
MARTH,0,DREAM_LAND_N64,41,1,2,0.1726966677909834,0.0,0.0,0.0,0.0,1.0
FOX,1,DREAM_LAND_N64,41,1,4,0.0,0.0,0.0,0.0,1.0,0.0
MARTH,0,BATTLEFIELD,41,3,2,0.1800785699139706,0.0,1.0,0.0,0.0,0.0
FOX,1,BATTLEFIELD,41,3,4,0.0571428571428571,0.0,0.0,0.0,1.0,0.0
MARTH,0,YOSHIS_STORY,28,1,2,0.1650181950050875,0.0,0.0,0.0,1.0,0.0
FOX,1,YOSHIS_STORY,28,1,4,0.0060120240480961,0.0,0.0,0.0,0.0,1.0
MARTH,0,BATTLEFIELD,40,0,1,0.1934717219868173,0.0,0.0,0.0,1.0,0.0
CAPTAIN_FALCON,1,BATTLEFIELD,40,0,2,0.1785714285714285,0.0,1.0,0.0,0.0,0.0
MARTH,0,YOSHIS_STORY,42,0,2,0.1869255716760442,0.0,0.0,0.0,0.0,1.0
CAPTAIN_FALCON,1,YOSHIS_STORY,42,0,2,0.0060120240480961,0.0,0.0,0.0,0.0,1.0
MARTH,1,DREAM_LAND_N64,40,2,3,0.2196149931545533,0.0,0.0,1.0,0.0,0.0
CAPTAIN_FALCON,0,DREAM_LAND_N64,40,2,1,0.3126274509803921,0.0,0.0,1.0,0.0,0.0
MARTH,0,FOUNTAIN_OF_DREAMS,51,4,2,0.2149749099291385,0.0,1.0,0.0,0.0,0.0
CAPTAIN_FALCON,1,FOUNTAIN_OF_DREAMS,51,4,2,0.0,0.0,0.0,1.0,0.0,0.0
JIGGLYPUFF,1,BATTLEFIELD,40,6,5,0.2108320943653496,0.0,0.0,0.0,1.0,0.0
FOX,0,BATTLEFIELD,40,6,1,0.0973660714285714,0.0,0.0,0.0,1.0,0.0
JIGGLYPUFF,0,DREAM_LAND_N64,26,3,1,0.1605709605479618,0.0,1.0,0.0,0.0,0.0
FOX,1,DREAM_LAND_N64,26,3,1,0.0,0.0,0.0,0.0,1.0,0.0
JIGGLYPUFF,1,FINAL_DESTINATION,33,2,3,0.1873312684644835,1.0,0.0,0.0,0.0,0.0
FOX,0,FINAL_DESTINATION,33,2,4,0.195040650406504,1.0,0.0,0.0,0.0,0.0
JIGGLYPUFF,1,FOUNTAIN_OF_DREAMS,78,2,4,0.1971346292327157,0.0,0.0,0.0,1.0,0.0
FOX,0,FOUNTAIN_OF_DREAMS,78,2,2,0.0,0.0,1.0,0.0,0.0,0.0
MARTH,1,YOSHIS_STORY,12,1,1,0.2382896523097128,0.0,1.0,0.0,0.0,0.0
SHEIK,0,YOSHIS_STORY,12,1,0,0.2464929859719439,0.0,0.0,0.0,1.0,0.0
MARTH,1,BATTLEFIELD,27,2,3,0.2241240861929543,0.0,0.0,0.0,0.0,1.0
ZELDA,0,BATTLEFIELD,27,2,2,0.1785714285714285,0.0,1.0,0.0,0.0,0.0
MARTH,0,DREAM_LAND_N64,37,1,2,0.2145896317829457,0.0,1.0,0.0,0.0,0.0
SHEIK,1,DREAM_LAND_N64,37,1,6,0.3144313725490196,0.0,0.0,1.0,0.0,0.0
MARTH,0,YOSHIS_STORY,18,7,2,0.2107791259859621,0.0,1.0,0.0,0.0,0.0
SHEIK,1,YOSHIS_STORY,18,7,6,0.0060120240480961,0.0,0.0,0.0,1.0,0.0
CAPTAIN_FALCON,1,BATTLEFIELD,121,0,1,0.1199930621781422,0.0,1.0,0.0,0.0,0.0
FOX,0,BATTLEFIELD,121,0,4,0.1929464285714285,0.0,0.0,0.0,0.0,1.0
CAPTAIN_FALCON,0,YOSHIS_STORY,41,1,2,0.1923732988716549,0.0,0.0,0.0,1.0,0.0
FOX,1,YOSHIS_STORY,41,1,5,0.0060120240480961,0.0,0.0,0.0,1.0,0.0
CAPTAIN_FALCON,1,BATTLEFIELD,54,1,2,0.2121514549004667,0.0,0.0,0.0,1.0,0.0
FOX,0,BATTLEFIELD,54,1,4,0.1785714285714285,0.0,0.0,0.0,1.0,0.0
CAPTAIN_FALCON,1,FINAL_DESTINATION,60,3,2,0.2115415718559561,1.0,0.0,0.0,0.0,0.0
FOX,0,FINAL_DESTINATION,60,3,4,0.7973170731707316,1.0,0.0,0.0,0.0,0.0
CAPTAIN_FALCON,0,FINAL_DESTINATION,70,2,2,0.2157490417769895,0.0,0.0,1.0,0.0,0.0
FOX,1,FINAL_DESTINATION,70,2,4,0.2032520325203252,0.0,0.0,1.0,0.0,0.0
FALCO,0,BATTLEFIELD,31,2,2,0.1884234519486068,0.0,0.0,0.0,0.0,1.0
CAPTAIN_FALCON,1,BATTLEFIELD,31,2,2,0.0571428571428571,0.0,0.0,0.0,1.0,0.0
FALCO,1,YOSHIS_STORY,24,1,1,0.2414195972267643,0.0,1.0,0.0,0.0,0.0
CAPTAIN_FALCON,0,YOSHIS_STORY,24,1,2,0.2464929859719439,0.0,0.0,0.0,1.0,0.0
FALCO,1,DREAM_LAND_N64,25,1,2,0.2040863832671332,0.0,1.0,0.0,0.0,0.0
CAPTAIN_FALCON,0,DREAM_LAND_N64,25,1,2,0.1827450980392156,0.0,1.0,0.0,0.0,0.0
JIGGLYPUFF,1,BATTLEFIELD,21,0,2,0.176397173084701,0.0,1.0,0.0,0.0,0.0
FOX,0,BATTLEFIELD,21,0,2,0.0448214285714285,0.0,0.0,0.0,0.0,1.0
CAPTAIN_FALCON,1,BATTLEFIELD,46,2,6,0.1545010582825944,0.0,1.0,0.0,0.0,0.0
FOX,0,BATTLEFIELD,46,2,1,0.0252678571428571,0.0,0.0,0.0,1.0,0.0
CAPTAIN_FALCON,0,FINAL_DESTINATION,39,4,4,0.1876613937452654,0.0,0.0,1.0,0.0,0.0
FOX,1,FINAL_DESTINATION,39,4,2,0.2032520325203252,0.0,0.0,1.0,0.0,0.0
CAPTAIN_FALCON,0,FINAL_DESTINATION,41,1,4,0.1916756584223772,0.0,0.0,1.0,0.0,0.0
FOX,1,FINAL_DESTINATION,41,1,1,0.2032520325203252,1.0,0.0,0.0,0.0,0.0
CAPTAIN_FALCON,0,FINAL_DESTINATION,38,1,4,0.1823733201663636,1.0,0.0,0.0,0.0,0.0
FOX,1,FINAL_DESTINATION,38,1,2,0.2032520325203252,1.0,0.0,0.0,0.0,0.0
CAPTAIN_FALCON,1,DREAM_LAND_N64,68,5,4,0.1908718453581612,0.0,1.0,0.0,0.0,0.0
SHEIK,0,DREAM_LAND_N64,68,5,4,0.0,0.0,0.0,0.0,0.0,1.0
MARTH,0,FINAL_DESTINATION,44,7,2,0.2326991819186401,1.0,0.0,0.0,0.0,0.0
FALCO,1,FINAL_DESTINATION,44,7,4,0.065040650406504,0.0,0.0,1.0,0.0,0.0
MARTH,0,FINAL_DESTINATION,42,4,2,0.2357731684154448,1.0,0.0,0.0,0.0,0.0
FALCO,1,FINAL_DESTINATION,42,4,2,0.065040650406504,0.0,0.0,1.0,0.0,0.0
MARTH,1,BATTLEFIELD,60,5,2,0.1964257327396105,0.0,1.0,0.0,0.0,0.0
FALCO,0,BATTLEFIELD,60,5,5,0.1785714285714285,0.0,1.0,0.0,0.0,0.0
CAPTAIN_FALCON,1,BATTLEFIELD,50,3,2,0.2070492862393854,0.0,1.0,0.0,0.0,0.0
CAPTAIN_FALCON,0,BATTLEFIELD,50,3,2,0.0571428571428571,0.0,0.0,0.0,1.0,0.0
CAPTAIN_FALCON,0,DREAM_LAND_N64,56,5,2,0.2024824071688282,0.0,0.0,0.0,1.0,0.0
CAPTAIN_FALCON,1,DREAM_LAND_N64,56,5,2,0.0,0.0,1.0,0.0,0.0,0.0
CAPTAIN_FALCON,0,DREAM_LAND_N64,73,3,2,0.1923278712187568,0.0,0.0,0.0,1.0,0.0
CAPTAIN_FALCON,1,DREAM_LAND_N64,73,3,2,0.0,0.0,0.0,1.0,0.0,0.0
JIGGLYPUFF,1,BATTLEFIELD,61,5,4,0.1994972695484649,0.0,1.0,0.0,0.0,0.0
FOX,0,BATTLEFIELD,61,5,2,0.1785714285714285,0.0,1.0,0.0,0.0,0.0
JIGGLYPUFF,0,DREAM_LAND_N64,52,4,4,0.1643343719461026,0.0,1.0,0.0,0.0,0.0
FOX,1,DREAM_LAND_N64,52,4,2,0.1827450980392156,0.0,1.0,0.0,0.0,0.0
MARTH,1,BATTLEFIELD,41,2,4,0.1860398584147483,0.0,1.0,0.0,0.0,0.0
FALCO,0,BATTLEFIELD,41,2,2,0.3151785714285714,0.0,1.0,0.0,0.0,0.0
MARTH,1,FINAL_DESTINATION,27,0,2,0.2197017794472955,1.0,0.0,0.0,0.0,0.0
FALCO,0,FINAL_DESTINATION,27,0,1,0.8571544715447155,1.0,0.0,0.0,0.0,0.0
MARTH,0,FINAL_DESTINATION,30,3,2,0.1904925862500752,0.0,0.0,1.0,0.0,0.0
FALCO,1,FINAL_DESTINATION,30,3,3,0.065040650406504,1.0,0.0,0.0,0.0,0.0
MARTH,1,DREAM_LAND_N64,33,2,2,0.210864776858519,0.0,0.0,0.0,1.0,0.0
FALCO,0,DREAM_LAND_N64,33,2,1,0.0,0.0,0.0,0.0,0.0,1.0
MARTH,0,FOUNTAIN_OF_DREAMS,44,2,7,0.1533297268311663,0.0,1.0,0.0,0.0,0.0
JIGGLYPUFF,1,FOUNTAIN_OF_DREAMS,44,2,4,0.0,0.0,0.0,0.0,1.0,0.0
MARTH,1,DREAM_LAND_N64,30,2,7,0.182009456569537,0.0,1.0,0.0,0.0,0.0
JIGGLYPUFF,0,DREAM_LAND_N64,30,2,2,0.3214509803921568,0.0,0.0,0.0,0.0,1.0
MARTH,1,FINAL_DESTINATION,57,4,14,0.1704067906618188,1.0,0.0,0.0,0.0,0.0
JIGGLYPUFF,0,FINAL_DESTINATION,57,4,2,0.1693495934959349,1.0,0.0,0.0,0.0,0.0
MARTH,0,FINAL_DESTINATION,47,0,5,0.1828132217909261,1.0,0.0,0.0,0.0,0.0
JIGGLYPUFF,1,FINAL_DESTINATION,47,0,2,0.065040650406504,0.0,0.0,1.0,0.0,0.0
MARTH,1,BATTLEFIELD,45,0,5,0.1572366117381075,0.0,0.0,0.0,1.0,0.0
JIGGLYPUFF,0,BATTLEFIELD,45,0,2,0.1795089285714285,0.0,1.0,0.0,0.0,0.0
FALCO,1,BATTLEFIELD,30,4,4,0.2031172049217532,0.0,1.0,0.0,0.0,0.0
FOX,0,BATTLEFIELD,30,4,2,0.3139285714285714,0.0,0.0,0.0,1.0,0.0
FALCO,0,YOSHIS_STORY,48,6,2,0.1795372490316805,0.0,0.0,0.0,1.0,0.0
FOX,1,YOSHIS_STORY,48,6,4,0.0060120240480961,0.0,0.0,0.0,0.0,1.0
FALCO,0,YOSHIS_STORY,29,8,3,0.1722597678253892,0.0,0.0,0.0,1.0,0.0
FOX,1,YOSHIS_STORY,29,8,2,0.0060120240480961,0.0,0.0,0.0,1.0,0.0
JIGGLYPUFF,1,BATTLEFIELD,18,2,12,0.1847096864539466,0.0,0.0,0.0,1.0,0.0
CAPTAIN_FALCON,0,BATTLEFIELD,18,2,2,0.1972767857142857,0.0,0.0,0.0,1.0,0.0
JIGGLYPUFF,0,BATTLEFIELD,51,2,2,0.1437877716128835,0.0,1.0,0.0,0.0,0.0
FOX,1,BATTLEFIELD,51,2,4,0.0571428571428571,0.0,0.0,0.0,1.0,0.0
JIGGLYPUFF,1,DREAM_LAND_N64,51,3,4,0.1420634005201956,0.0,1.0,0.0,0.0,0.0
FOX,0,DREAM_LAND_N64,51,3,4,0.1444705882352941,0.0,1.0,0.0,0.0,0.0
JIGGLYPUFF,0,FINAL_DESTINATION,35,2,1,0.1584114860720331,1.0,0.0,0.0,0.0,0.0
FOX,1,FINAL_DESTINATION,35,2,4,0.1563414634146341,1.0,0.0,0.0,0.0,0.0
JIGGLYPUFF,1,BATTLEFIELD,24,0,1,0.1511870983276609,0.0,1.0,0.0,0.0,0.0
FOX,0,BATTLEFIELD,24,0,4,0.034375,0.0,0.0,0.0,1.0,0.0
JIGGLYPUFF,1,BATTLEFIELD,41,0,4,0.1541575243167657,0.0,1.0,0.0,0.0,0.0
FOX,0,BATTLEFIELD,41,0,5,0.0571428571428571,0.0,1.0,0.0,0.0,0.0
JIGGLYPUFF,0,BATTLEFIELD,27,2,2,0.1844282694552265,0.0,1.0,0.0,0.0,0.0
FOX,1,BATTLEFIELD,27,2,4,0.0571428571428571,0.0,1.0,0.0,0.0,0.0
JIGGLYPUFF,1,DREAM_LAND_N64,22,1,4,0.1975963722126288,0.0,1.0,0.0,0.0,0.0
FOX,0,DREAM_LAND_N64,22,1,4,0.2843921568627451,0.0,1.0,0.0,0.0,0.0
JIGGLYPUFF,0,YOSHIS_STORY,26,0,4,0.221295282613356,0.0,1.0,0.0,0.0,0.0
FOX,1,YOSHIS_STORY,26,0,4,0.159404523332379,0.0,1.0,0.0,0.0,0.0
JIGGLYPUFF,0,BATTLEFIELD,24,1,3,0.2038241484552443,0.0,1.0,0.0,0.0,0.0
FOX,1,BATTLEFIELD,24,1,4,0.0571428571428571,0.0,1.0,0.0,0.0,0.0
PEACH,1,FINAL_DESTINATION,38,7,7,0.2498817873598807,1.0,0.0,0.0,0.0,0.0
SAMUS,0,FINAL_DESTINATION,38,7,7,0.355,1.0,0.0,0.0,0.0,0.0
MARTH,1,BATTLEFIELD,83,8,4,0.1671347307067197,0.0,0.0,0.0,1.0,0.0
FALCO,0,BATTLEFIELD,83,8,4,0.3139285714285714,0.0,1.0,0.0,0.0,0.0
JIGGLYPUFF,0,BATTLEFIELD,3,1,1,0.1767862590271436,0.0,1.0,0.0,0.0,0.0
SHEIK,1,BATTLEFIELD,3,1,2,0.1785714285714285,0.0,0.0,0.0,0.0,1.0
JIGGLYPUFF,1,BATTLEFIELD,44,6,4,0.1912232591396487,0.0,0.0,0.0,1.0,0.0
SHEIK,0,BATTLEFIELD,44,6,4,0.3263392857142856,0.0,0.0,0.0,1.0,0.0
FOX,1,BATTLEFIELD,9,0,1,0.1600751342785021,0.0,0.0,0.0,1.0,0.0
SHEIK,0,BATTLEFIELD,9,0,1,0.1732142857142857,0.0,1.0,0.0,0.0,0.0
FOX,0,BATTLEFIELD,24,5,1,0.1894453941984177,0.0,0.0,0.0,1.0,0.0
SHEIK,1,BATTLEFIELD,24,5,5,0.1785714285714285,0.0,0.0,0.0,1.0,0.0
FOX,0,YOSHIS_STORY,51,8,4,0.2040711299490019,0.0,0.0,0.0,1.0,0.0
SHEIK,1,YOSHIS_STORY,51,8,4,0.0060120240480961,0.0,0.0,0.0,1.0,0.0
FALCO,1,BATTLEFIELD,42,5,4,0.2106653218815288,0.0,0.0,0.0,1.0,0.0
FOX,0,BATTLEFIELD,42,5,4,0.3139285714285714,0.0,0.0,0.0,1.0,0.0
CAPTAIN_FALCON,0,FINAL_DESTINATION,52,7,2,0.2345810375502742,1.0,0.0,0.0,0.0,0.0
JIGGLYPUFF,1,FINAL_DESTINATION,52,7,7,0.2032520325203252,1.0,0.0,0.0,0.0,0.0
CAPTAIN_FALCON,1,BATTLEFIELD,63,1,5,0.1719971280925626,0.0,1.0,0.0,0.0,0.0
YOSHI,0,BATTLEFIELD,63,1,5,0.0571428571428571,0.0,1.0,0.0,0.0,0.0
CAPTAIN_FALCON,0,BATTLEFIELD,58,0,7,0.1967551002096483,0.0,1.0,0.0,0.0,0.0
YOSHI,1,BATTLEFIELD,58,0,3,0.3178571428571429,0.0,0.0,0.0,1.0,0.0
MARTH,0,BATTLEFIELD,32,8,4,0.190076211302464,0.0,0.0,0.0,0.0,1.0
JIGGLYPUFF,1,BATTLEFIELD,32,8,5,0.1732142857142857,0.0,1.0,0.0,0.0,0.0
CAPTAIN_FALCON,1,FINAL_DESTINATION,37,5,3,0.2288183670627616,0.0,0.0,1.0,0.0,0.0
JIGGLYPUFF,0,FINAL_DESTINATION,37,5,3,0.2439024390243902,0.0,0.0,1.0,0.0,0.0
YOSHI,0,BATTLEFIELD,96,12,3,0.2132083318337606,0.0,0.0,0.0,1.0,0.0
FOX,1,BATTLEFIELD,96,12,3,0.0571428571428571,0.0,0.0,0.0,1.0,0.0
YOSHI,0,BATTLEFIELD,61,12,4,0.1840244966263102,0.0,0.0,0.0,1.0,0.0
FOX,1,BATTLEFIELD,61,12,6,0.3178571428571429,0.0,0.0,0.0,1.0,0.0
YOSHI,1,BATTLEFIELD,77,8,4,0.1883029861094327,0.0,0.0,0.0,1.0,0.0
FOX,0,BATTLEFIELD,77,8,5,0.1732142857142857,0.0,1.0,0.0,0.0,0.0
YOSHI,0,BATTLEFIELD,57,6,5,0.2044480760561139,0.0,0.0,0.0,1.0,0.0
FOX,1,BATTLEFIELD,57,6,4,0.3178571428571429,0.0,0.0,0.0,1.0,0.0
YOSHI,1,YOSHIS_STORY,47,4,4,0.222945334523079,0.0,1.0,0.0,0.0,0.0
FOX,0,YOSHIS_STORY,47,4,4,0.0060120240480961,0.0,0.0,0.0,0.0,1.0
ZELDA,1,BATTLEFIELD,38,2,1,0.1747277289332589,0.0,0.0,0.0,1.0,0.0
SHEIK,0,BATTLEFIELD,38,2,1,0.3178571428571429,0.0,0.0,0.0,1.0,0.0
SHEIK,1,YOSHIS_STORY,16,3,4,0.2254947230325229,0.0,0.0,0.0,1.0,0.0
SHEIK,0,YOSHIS_STORY,16,3,1,0.416432865731463,0.0,0.0,0.0,1.0,0.0
SHEIK,0,BATTLEFIELD,16,6,1,0.1726741572544098,0.0,1.0,0.0,0.0,0.0
SHEIK,1,BATTLEFIELD,16,6,3,0.1785714285714285,0.0,0.0,0.0,1.0,0.0
SHEIK,0,FOUNTAIN_OF_DREAMS,21,10,3,0.1991379259909317,0.0,1.0,0.0,0.0,0.0
SHEIK,1,FOUNTAIN_OF_DREAMS,21,10,2,0.0,1.0,0.0,0.0,0.0,0.0
SHEIK,0,FOUNTAIN_OF_DREAMS,16,4,2,0.2119610569374555,0.0,1.0,0.0,0.0,0.0
SHEIK,1,FOUNTAIN_OF_DREAMS,16,4,3,0.0,0.0,1.0,0.0,0.0,0.0
ROY,0,YOSHIS_STORY,15,3,5,0.1809140447113277,0.0,1.0,0.0,0.0,0.0
FOX,1,YOSHIS_STORY,15,3,4,0.0060120240480961,1.0,0.0,0.0,0.0,0.0
ROY,0,FINAL_DESTINATION,32,13,5,0.1662425755161591,0.0,0.0,1.0,0.0,0.0
FOX,1,FINAL_DESTINATION,32,13,4,0.065040650406504,1.0,0.0,0.0,0.0,0.0
ROY,0,FOUNTAIN_OF_DREAMS,32,5,3,0.1894757408358696,1.0,0.0,0.0,0.0,0.0
FOX,1,FOUNTAIN_OF_DREAMS,32,5,4,0.0,1.0,0.0,0.0,0.0,0.0
MARTH,1,BATTLEFIELD,46,9,2,0.1731347098214285,0.0,0.0,0.0,1.0,0.0
FALCO,0,BATTLEFIELD,46,9,4,0.0490178571428571,0.0,0.0,0.0,1.0,0.0
MARTH,1,FINAL_DESTINATION,29,8,2,0.1991475974799016,0.0,0.0,1.0,0.0,0.0
FALCO,0,FINAL_DESTINATION,29,8,4,0.027560975609756,0.0,0.0,1.0,0.0,0.0
MARIO,0,BATTLEFIELD,24,3,3,0.1696395851313282,0.0,0.0,0.0,1.0,0.0
FOX,1,BATTLEFIELD,24,3,2,0.0571428571428571,0.0,1.0,0.0,0.0,0.0
MARIO,0,YOSHIS_STORY,19,5,5,0.1786690756844028,0.0,1.0,0.0,0.0,0.0
FOX,1,YOSHIS_STORY,19,5,4,0.0060120240480961,0.0,1.0,0.0,0.0,0.0
CAPTAIN_FALCON,1,BATTLEFIELD,22,1,4,0.2072844801316431,0.0,0.0,0.0,1.0,0.0
FOX,0,BATTLEFIELD,22,1,1,0.1496428571428571,0.0,0.0,0.0,1.0,0.0
CAPTAIN_FALCON,1,BATTLEFIELD,55,9,4,0.1587650401533887,0.0,1.0,0.0,0.0,0.0
FOX,0,BATTLEFIELD,55,9,2,0.0571428571428571,0.0,1.0,0.0,0.0,0.0
MARTH,0,BATTLEFIELD,19,4,1,0.1617351862674085,0.0,1.0,0.0,0.0,0.0
FALCO,1,BATTLEFIELD,19,4,0,0.201875,0.0,0.0,0.0,1.0,0.0
MARTH,1,BATTLEFIELD,25,8,2,0.1981283474018095,0.0,1.0,0.0,0.0,0.0
FALCO,0,BATTLEFIELD,25,8,2,0.0892857142857142,0.0,1.0,0.0,0.0,0.0
MARTH,1,YOSHIS_STORY,20,4,3,0.2119060771730296,0.0,0.0,0.0,0.0,1.0
FALCO,0,YOSHIS_STORY,20,4,1,0.2464929859719439,0.0,0.0,0.0,1.0,0.0
SAMUS,1,FOUNTAIN_OF_DREAMS,9,2,6,0.232269622627905,0.0,1.0,0.0,0.0,0.0
SHEIK,0,FOUNTAIN_OF_DREAMS,9,2,12,0.2693333333333333,0.0,0.0,0.0,1.0,0.0
SAMUS,1,YOSHIS_STORY,13,2,3,0.2599243278283751,0.0,0.0,0.0,1.0,0.0
ZELDA,0,YOSHIS_STORY,13,2,10,0.2464929859719439,0.0,0.0,0.0,1.0,0.0
FALCO,0,BATTLEFIELD,5,6,0,0.2135519606038291,0.0,0.0,0.0,0.0,1.0
JIGGLYPUFF,1,BATTLEFIELD,5,6,0,0.0839285714285714,0.0,0.0,0.0,1.0,0.0
FALCO,1,BATTLEFIELD,37,3,4,0.2143654651572812,0.0,1.0,0.0,0.0,0.0
JIGGLYPUFF,0,BATTLEFIELD,37,3,1,0.0571428571428571,0.0,1.0,0.0,0.0,0.0
FALCO,1,FOUNTAIN_OF_DREAMS,36,3,4,0.2001287899418224,0.0,0.0,0.0,0.0,1.0
JIGGLYPUFF,0,FOUNTAIN_OF_DREAMS,36,3,2,0.0,0.0,0.0,0.0,1.0,0.0
MARTH,0,FOUNTAIN_OF_DREAMS,21,3,2,0.1878931003272297,0.0,1.0,0.0,0.0,0.0
MARTH,1,FOUNTAIN_OF_DREAMS,21,3,1,0.3333836477987422,0.0,0.0,1.0,0.0,0.0
MARTH,0,YOSHIS_STORY,30,1,4,0.1952559439675364,0.0,0.0,0.0,0.0,1.0
MARTH,1,YOSHIS_STORY,30,1,2,0.3433152018322359,0.0,0.0,0.0,1.0,0.0
DONKEY_KONG,0,BATTLEFIELD,51,7,4,0.1763383490804202,0.0,1.0,0.0,0.0,0.0
FOX,1,BATTLEFIELD,51,7,5,0.0571428571428571,0.0,1.0,0.0,0.0,0.0
FALCO,1,YOSHIS_STORY,39,6,1,0.2122615718425755,0.0,0.0,0.0,0.0,1.0
DONKEY_KONG,0,YOSHIS_STORY,39,6,6,0.0060120240480961,0.0,0.0,0.0,1.0,0.0
FALCO,0,BATTLEFIELD,33,3,4,0.2138137615752783,0.0,0.0,0.0,1.0,0.0
SHEIK,1,BATTLEFIELD,33,3,6,0.0571428571428571,0.0,0.0,0.0,1.0,0.0
FALCO,0,DREAM_LAND_N64,24,2,2,0.2127234111233576,0.0,1.0,0.0,0.0,0.0
FOX,1,DREAM_LAND_N64,24,2,4,0.0,0.0,0.0,0.0,0.0,1.0
MARTH,0,FINAL_DESTINATION,9,1,1,0.2123687493039314,0.0,0.0,1.0,0.0,0.0
FOX,1,FINAL_DESTINATION,9,1,4,0.065040650406504,0.0,0.0,1.0,0.0,0.0
FOX,0,FINAL_DESTINATION,16,3,3,0.2436251057001739,0.0,0.0,1.0,0.0,0.0
FOX,1,FINAL_DESTINATION,16,3,4,0.065040650406504,0.0,0.0,1.0,0.0,0.0
PEACH,0,FOUNTAIN_OF_DREAMS,0,6,3,0.1669055106319257,0.0,1.0,0.0,0.0,0.0
FOX,1,FOUNTAIN_OF_DREAMS,0,6,4,0.0,0.0,0.0,0.0,0.0,1.0
PEACH,0,FOUNTAIN_OF_DREAMS,0,5,3,0.1677316927768248,0.0,0.0,0.0,1.0,0.0
FOX,1,FOUNTAIN_OF_DREAMS,0,5,4,0.0,0.0,0.0,0.0,1.0,0.0
MARTH,1,BATTLEFIELD,33,5,4,0.2490967116684641,0.0,0.0,0.0,1.0,0.0
FALCO,0,BATTLEFIELD,33,5,1,0.3151785714285714,0.0,0.0,0.0,1.0,0.0
FALCO,0,FOUNTAIN_OF_DREAMS,10,2,2,0.1415739771732129,0.0,1.0,0.0,0.0,0.0
FOX,1,FOUNTAIN_OF_DREAMS,10,2,4,0.0,0.0,1.0,0.0,0.0,0.0
FALCO,0,BATTLEFIELD,27,2,2,0.1521658832330195,0.0,1.0,0.0,0.0,0.0
CAPTAIN_FALCON,1,BATTLEFIELD,27,2,4,0.0571428571428571,0.0,1.0,0.0,0.0,0.0
FALCO,0,DREAM_LAND_N64,39,7,2,0.16966988267827,0.0,1.0,0.0,0.0,0.0
CAPTAIN_FALCON,1,DREAM_LAND_N64,39,7,2,0.0,0.0,1.0,0.0,0.0,0.0
FOX,1,BATTLEFIELD,34,5,4,0.1949544679650706,0.0,1.0,0.0,0.0,0.0
FOX,0,BATTLEFIELD,34,5,4,0.0571428571428571,0.0,1.0,0.0,0.0,0.0
FOX,1,YOSHIS_STORY,46,0,4,0.2370749435378694,0.0,1.0,0.0,0.0,0.0
FOX,0,YOSHIS_STORY,46,0,4,0.0060120240480961,0.0,1.0,0.0,0.0,0.0
FALCO,1,DREAM_LAND_N64,39,5,4,0.1780813593689802,0.0,0.0,0.0,1.0,0.0
FOX,0,DREAM_LAND_N64,39,5,2,0.3105490196078431,0.0,0.0,0.0,0.0,1.0
POPO,0,BATTLEFIELD,45,0,0,0.188395298899773,0.0,1.0,0.0,0.0,0.0
CAPTAIN_FALCON,1,BATTLEFIELD,45,0,1,0.1785714285714285,0.0,0.0,0.0,1.0,0.0
POPO,1,YOSHIS_STORY,91,3,2,0.2588841055079511,0.0,0.0,0.0,1.0,0.0
CAPTAIN_FALCON,0,YOSHIS_STORY,91,3,2,0.0060120240480961,0.0,0.0,0.0,1.0,0.0
FOX,0,BATTLEFIELD,47,1,2,0.1203697454978072,0.0,0.0,0.0,1.0,0.0
SHEIK,1,BATTLEFIELD,47,1,1,0.1862053571428571,0.0,0.0,0.0,1.0,0.0
FOX,0,BATTLEFIELD,29,3,4,0.1759677794241552,0.0,0.0,0.0,1.0,0.0
SHEIK,1,BATTLEFIELD,29,3,3,0.0571428571428571,0.0,1.0,0.0,0.0,0.0
FOX,0,YOSHIS_STORY,32,2,4,0.1962886331332873,0.0,1.0,0.0,0.0,0.0
SHEIK,1,YOSHIS_STORY,32,2,3,0.0060120240480961,0.0,1.0,0.0,0.0,0.0
FOX,1,BATTLEFIELD,42,4,4,0.2145981344326439,0.0,0.0,0.0,1.0,0.0
FOX,0,BATTLEFIELD,42,4,4,0.3139285714285714,0.0,0.0,0.0,1.0,0.0
FOX,1,DREAM_LAND_N64,43,2,4,0.2063785778009463,0.0,0.0,1.0,0.0,0.0
FOX,0,DREAM_LAND_N64,43,2,4,0.0,0.0,0.0,1.0,0.0,0.0
MARTH,0,BATTLEFIELD,46,0,0,0.1813444191845115,0.0,1.0,0.0,0.0,0.0
